edition_target_id,edition_key,target_kind,canonical_target_id,regional_stratum_id,language_tags,language_variety_names,scripts_orthographies,territories_communities,language_mode,exactness,effective_order_l_target,disposition,evidence_identity_count,row_sha256
edition-target:lang:kj-Latn-AO,lang:kj-Latn-AO,canonical_language_edition,lang:kj-Latn-AO,,kj-Latn-AO,Oshikwanyama,Latin; Angola standard,Angola,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,a62eaf31dbb29a2b45e830da989501896723dd8b4b0f41152c9c016202921317
edition-target:lang:kj-Latn-NA,lang:kj-Latn-NA,canonical_language_edition,lang:kj-Latn-NA,,kj-Latn-NA,Oshikwanyama,Latin; Namibia standard,Namibia,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,42d47f1219ce7aa732e1737330bc5d01c54d1fc4327fbc44ae37d9e4bb5cdc98
edition-target:lang:kjb-GT,lang:kjb-GT,canonical_language_edition,lang:kjb-GT,,kjb-GT,Q’anjob’al,ALMG-standard Latin orthography for Q’anjob’al,Guatemala; ALMG language communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,2,bc69deb3fb7d461470c6ded57c214cb5684b7c15e941e80d06219ec4cd501f1b
edition-target:lang:kjg-Latn-LA,lang:kjg-Latn-LA,canonical_language_edition,lang:kjg-Latn-LA,,kjg-Latn-LA,Khmu,Locale-specific accepted Latin orthography; generic Mon-Khmer output prohibited,Lao PDR; ethnic-Khmu population proxy,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,2,f874bfcbe3d8920b9d5c98f082eb29c2397b97c6732d4c644c6f1c3747311e64
edition-target:lang:kk-Cyrl-KZ,lang:kk-Cyrl-KZ,canonical_language_edition,lang:kk-Cyrl-KZ,,kk-Cyrl-KZ,Kazakh,Cyrillic,Kazakhstan,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,2,13e8a3b0869d4fa74bba693a828738d184b0cebec2367076ddad0d645b55f391
edition-target:lang:kl-Latn-GL,lang:kl-Latn-GL,canonical_language_edition,lang:kl-Latn-GL,,kl-Latn-GL,Kalaallisut,Latin,Greenland,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,b3d1e1a04ac4289e023e7597d0467d706cc60258f39754a4d102b3fac80ea61e
edition-target:lang:km-Khmr-KH,lang:km-Khmr-KH,canonical_language_edition,lang:km-Khmr-KH,,km-Khmr-KH,Khmer,Khmer script; Cambodian standard,Cambodia; Khmer mother-tongue population,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,369cb61baba603f3a1f2e025c18a75b8114a9c28d0e5bdfd5e127a628f7cf0fe
edition-target:lang:km-Khmr-VN-x-krom,lang:km-Khmr-VN-x-krom,canonical_language_edition,lang:km-Khmr-VN-x-krom,,km-Khmr-VN-x-krom,Khmer Krom,Khmer script; Viet Nam locale terminology,Viet Nam; Khmer ethnicity proxy,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,45384128bf914752028892b0d11f0521bb5ad149ae8c159bfa11fa1b24f7a77a
edition-target:lang:kmb-Latn-AO,lang:kmb-Latn-AO,canonical_language_edition,lang:kmb-Latn-AO,,kmb-Latn-AO,Kimbundu,Latin; Angola standard,Angola,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,05117e1e662d3c58c4fad53da36478da4b45dbe3522e1a9f581a3fd0c685cfd9
edition-target:lang:kmr-Latn-001,lang:kmr-Latn-001,sentinel_exact_edition,,,kmr-Latn-001,Kurmanji Kurdish,Latin with Cyrillic and Arabic arms separately tagged,Türkiye Syria Iraq Caucasus and diaspora,written_or_multimodal,exact_sentinel_target,true,GLOBAL_SENTINEL_EXACT_TARGET_NO_POPULATION_INFERENCE,1,9f3e439c0a85315fe27aafe5fcdd8eabc9e32ff1e390b2ebb7a35ab72433b8b3
edition-target:lang:kn-Knda-IN,lang:kn-Knda-IN,canonical_language_edition,lang:kn-Knda-IN,,kn-Knda-IN,Kannada,Kannada;Kannada script,India;India; especially Karnataka,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,d21af961503e205a03aae9f7a677fbeda0fc71a92204cc7286879f27c81dec16
edition-target:lang:knc-Arab-NE,lang:knc-Arab-NE,canonical_language_edition,lang:knc-Arab-NE,,knc-Arab-NE,Yerwa/Central Kanuri,Arabic; attested Ajami with country convention,NE,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,2e16aeb1d6d103e46a28f6847fd296d296e19f9d752bf6d60b41a9b66bfa6cb2
edition-target:lang:knc-Arab-NG,lang:knc-Arab-NG,canonical_language_edition,lang:knc-Arab-NG,,knc-Arab-NG,Yerwa/Central Kanuri,Arabic; attested Ajami with country convention,NG,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,20647d5f1cfdfde8ac89f2e2835a642aff4a8da0c485e888a95b51059babe260
edition-target:lang:knc-Arab-TD,lang:knc-Arab-TD,canonical_language_edition,lang:knc-Arab-TD,,knc-Arab-TD,Yerwa/Central Kanuri,Arabic; attested Ajami with country convention,TD,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,0a85a40178b2eb69a1af26ad183e60fcaa07e2087cac3611a946d9f293755ee5
edition-target:lang:knc-Latn-CM,lang:knc-Latn-CM,canonical_language_edition,lang:knc-Latn-CM,,knc-Latn-CM,Yerwa/Central Kanuri,Latin; country localization,CM,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,ba1e65ccf107b244beac84d0171b76d8e89889ec5cd0287cd1c62e16c6b69350
edition-target:lang:knc-Latn-NE,lang:knc-Latn-NE,canonical_language_edition,lang:knc-Latn-NE,,knc-Latn-NE,Yerwa/Central Kanuri,Latin; country localization,NE,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,f0f775997dd5ee6fa8009c0f843ae4c42700c063855335da92142b74d1bbd766
edition-target:lang:knc-Latn-NG,lang:knc-Latn-NG,canonical_language_edition,lang:knc-Latn-NG,,knc-Latn-NG,Yerwa/Central Kanuri,Latin; country localization,NG,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,58d9a626d24ea5be8e03559d42ba460778dbc033ea8f13a5a0d553b55b87808f
edition-target:lang:knc-Latn-TD,lang:knc-Latn-TD,canonical_language_edition,lang:knc-Latn-TD,,knc-Latn-TD,Yerwa/Central Kanuri,Latin; country localization,TD,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,1426a4dd7423a5dc13f8af3170cedc8abd8af6f03e6e0733dd44e7b389bf5e0c
edition-target:lang:kng-Latn-AO,lang:kng-Latn-AO,canonical_language_edition,lang:kng-Latn-AO,,kng-Latn-AO,Koongo,Latin; exact Kongo-language member,Angola,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,13aa4129a02c964a039655cbf335f6eb985f0e7f8a7307cdb2dbc5bea32d9342
edition-target:lang:knj-GT,lang:knj-GT,canonical_language_edition,lang:knj-GT,,knj-GT,Akateko,ALMG-standard Latin orthography for Akateko,Guatemala; ALMG language communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,5373ce3b327e6ff0ce29e44942ebf1decb6cd0f2203df2cff2ea1dc0cd918774
edition-target:lang:ko-Kore-001,lang:ko-Kore-001,canonical_language_edition,lang:ko-Kore-001,,ko-Kore-001,Korean,Hangul and mixed Korean orthographies,Republic of Korea and DPR Korea,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,2,f47face68d30df5eaa455251702a3b1f6364bbf8fa5e70c578a7db62a6f11ac7
edition-target:lang:kos-Latn-FM,lang:kos-Latn-FM,canonical_language_edition,lang:kos-Latn-FM,,kos-Latn-FM,Kosraean,Kosraean Latin orthography,Federated States of Micronesia; Kosraean-using communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,0053d13a0ef57efc1f414b9d84872c6291f8ae28c1b5ed8bd09ad2b79c1ba0fe
edition-target:lang:kpg-Latn-FM,lang:kpg-Latn-FM,canonical_language_edition,lang:kpg-Latn-FM,,kpg-Latn-FM,Kapingamarangi,Kapingamarangi Latin orthography,Federated States of Micronesia; Kapingamarangi-using communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,f770f7a07925765a19f0069d26a4ef7c313e6100a7ef2185fad7e6133ac6fad3
edition-target:lang:kpy-RU,lang:kpy-RU,canonical_language_edition,lang:kpy-RU,,kpy-RU,Koryak — exact local variety required,Cyrillic; exact Koryak — exact local variety required standard/local variety required,Russian Arctic and sub-Arctic; Koryak — exact local variety required communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,8d65644f49e163ab7ac62030d80c85b8349f9c28922b96f36c0658481234d7d0
edition-target:lang:kri-Latn-GM:variety:aku,lang:kri-Latn-GM:variety:aku,canonical_language_edition,lang:kri-Latn-GM:variety:aku,,kri-Latn-GM,Aku — Gambia,Latin,Gambia; Aku community,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,4ea10578a64360e6f0e85db1f340ec7fd1c788973e78910482d975caf72276ca
edition-target:lang:kri-Latn-SL,lang:kri-Latn-SL,canonical_language_edition,lang:kri-Latn-SL,,kri-Latn-SL,Krio,Latin; Sierra Leone standard,Sierra Leone,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,b687bc9e22b8dbcb847d4d45bfe5618871b67beade505254925b8ae2efa5939e
edition-target:lang:krj-Latn-PH,lang:krj-Latn-PH,canonical_language_edition,lang:krj-Latn-PH,,krj-Latn-PH,Kinaray-a,Latin,"Western Visayas, Philippines; Kinaray-a communities",written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,bc0766b1a527916b11b0db6a648fb4a2deb8a60643fef1c4f77f222f48349f12
edition-target:lang:ksw-Mymr-MM,lang:ksw-Mymr-MM,canonical_language_edition,lang:ksw-Mymr-MM,,ksw-Mymr-MM,S'gaw Karen,S'gaw Karen Myanmar-derived script,Myanmar and displaced S'gaw Karen communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,e780d22e7edcdc05b7e9f25f652e3560ddaa8b9ffc07917bd6fac4f65caa3ed9
edition-target:lang:ktb-Latn-ET,lang:ktb-Latn-ET,canonical_language_edition,lang:ktb-Latn-ET,,ktb-Latn-ET,Kambaata,Latin; Ethiopia educational orthography,Ethiopia,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,7a8a211c5d6c9df2bea1f3ab51ecb88fe4949229117ad0e864fe660323d25a62
edition-target:lang:ktu-Latn-CD,lang:ktu-Latn-CD,canonical_language_edition,lang:ktu-Latn-CD,,ktu-Latn-CD,Kikongo ya Leta,Latin; DRC standard,DRC,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,dcace820ed8eb5d07664ede1575375466c3f353e5a5ef1516e2bbe4cd71fab77
edition-target:lang:ktz-Latn-BW,lang:ktz-Latn-BW,canonical_language_edition,lang:ktz-Latn-BW,,ktz-Latn-BW,Juǀ'hoan,Latin; community orthography,Botswana,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,0f01be03bdaabc070f50ec0a8b71f8d6f1896d52ead93f548f1c37a302079ce1
edition-target:lang:ktz-Latn-NA,lang:ktz-Latn-NA,canonical_language_edition,lang:ktz-Latn-NA,,ktz-Latn-NA,Juǀ'hoan,Latin; community orthography,Namibia,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,38179d0d925ad5c9c343c79ee1d932de9e6cbd09cea6c462b7c636c022bdba37
edition-target:lang:ku-001,lang:ku-001,canonical_language_edition,lang:ku-001,,ku-001,Kurdish varieties,Latin and Arabic,"Turkey, Iraq, Syria, Iran and diaspora",written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,3b904a91ba5c60c41166c03179c36d89b8467d8464d7f92e31420d16bc2b04e9
edition-target:lang:kun-Latn-ER,lang:kun-Latn-ER,canonical_language_edition,lang:kun-Latn-ER,,kun-Latn-ER,Kunama,Latin; Eritrea convention,Eritrea,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,237745c9a82de727a5c58e6cbbbc9b84b229e93ca8d1b250125a3575afdcb8e0
edition-target:lang:kuz-CL,lang:kuz-CL,canonical_language_edition,lang:kuz-CL,,kuz-CL,Ckunza / Kunza,Latin; community-approved Ckunza / Kunza orthography,Chile; Ckunza / Kunza communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,6346bee653afc74b3cab45dd00da4388756dc54d83a28ed25fbad32c14d2cf3d
edition-target:lang:kwy-Latn-AO,lang:kwy-Latn-AO,canonical_language_edition,lang:kwy-Latn-AO,,kwy-Latn-AO,San Salvador Kongo,Latin; exact Kongo-language member,Angola,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,9abeae2e77af83c3f3568b00c7045a22bcdae0ce40a6c6442c213bbc2c33965d
edition-target:lang:kxd-Latn-BN,lang:kxd-Latn-BN,canonical_language_edition,lang:kxd-Latn-BN,,kxd-Latn-BN,Brunei Malay,Latin vernacular bridge; Rumi/Jawi relation explicitly tagged,Brunei Darussalam; Brunei Malay vernacular communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,80d83d66a2ab5e0e08d64b070d7b1a1b94ecc80737ab0b1bc44507e810fd0de9
edition-target:lang:kxm-Khmr-TH,lang:kxm-Khmr-TH,canonical_language_edition,lang:kxm-Khmr-TH,,kxm-Khmr-TH,Northern Khmer,Khmer script with explicit Thailand locale; Thai bilingual bridge,Northeast Thailand; Northern Khmer communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,9264ce0ec25d272e91cea9d6308edb37d8521e9668d74abc147a3cbb0a147b2a
edition-target:lang:ky-Cyrl-KG,lang:ky-Cyrl-KG,canonical_language_edition,lang:ky-Cyrl-KG,,ky-Cyrl-KG,Kyrgyz,Cyrillic,Kyrgyzstan,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,2,38433c3bd705254f1f3e5dae2e4d554cccb2029235de4b25aa3fcd39e0851d06
edition-target:lang:lb-Latn-LU,lang:lb-Latn-LU,sentinel_exact_edition,,,lb-Latn-LU,Luxembourgish,Latin,Luxembourg,written_or_multimodal,exact_sentinel_target,true,GLOBAL_SENTINEL_EXACT_TARGET_NO_POPULATION_INFERENCE,0,fa43b725df83bbc0d792e669d53adedab8d97e5ac47cef6c841d4ebc7d610550
edition-target:lang:ldi-Latn-CG,lang:ldi-Latn-CG,canonical_language_edition,lang:ldi-Latn-CG,,ldi-Latn-CG,Laari,Latin; exact Kongo-language member,Republic of Congo,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,9f4327abf46201a1a13e15f2a6495426053afc39f1b8fea004d821126fcf3901
edition-target:lang:lg-Latn-UG,lang:lg-Latn-UG,canonical_language_edition,lang:lg-Latn-UG,,lg-Latn-UG,Luganda/Ganda,Latin; Uganda standard,Uganda,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,fa254c47f6318e65661c66b10bc5ec9583f94b14af6277ba841f870f3c49cec6
edition-target:lang:lkt-US,lang:lkt-US,canonical_language_edition,lang:lkt-US,,lkt-US,Lakota,Latin Lakota orthography selected by community,United States; Lakota communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,5e20856f469b1398c4b103ec6f59b6b43f7b035d4847e19b68357f242dff6f15
edition-target:lang:ln-Latn-CD,lang:ln-Latn-CD,sentinel_exact_edition,,,ln-Latn-CD,Lingala — DRC,Latin,Democratic Republic of the Congo,written_or_multimodal,exact_sentinel_target,true,GLOBAL_SENTINEL_EXACT_TARGET_NO_POPULATION_INFERENCE,1,213a4cc732c1416c8d6dc36443198d04aef34f524eb5e0ea343759cbfe3efebb
edition-target:lang:ln-Latn-CD:variety:drc-standard-lingala,lang:ln-Latn-CD:variety:drc-standard-lingala,canonical_language_edition,lang:ln-Latn-CD:variety:drc-standard-lingala,,ln-Latn-CD,DRC Standard Lingala,Latin; DRC school/administrative standard,DRC,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,2e447a75deff243fb5a649a59d73295f10fd95f31ef3f2d0e4d18cfe68e82210
edition-target:lang:ln-Latn-CD:variety:kinshasa-lingala,lang:ln-Latn-CD:variety:kinshasa-lingala,canonical_language_edition,lang:ln-Latn-CD:variety:kinshasa-lingala,,ln-Latn-CD,Kinshasa Lingala,Latin; Kinshasa urban/plain-language usage,"DRC, Kinshasa",written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,44ec539245d2936c239a6429382878a8d6a17797e9143bf64726fda16e7a50ac
edition-target:lang:ln-Latn-CG,lang:ln-Latn-CG,canonical_language_edition,lang:ln-Latn-CG,,ln-Latn-CG,Republic of Congo Lingala,Latin; Republic of Congo usage,Republic of Congo,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,34b96aa55e3aa0febc3cf3f91b2a10353435f437161353523802c934b30e8c83
edition-target:lang:lns-Latn-CM,lang:lns-Latn-CM,canonical_language_edition,lang:lns-Latn-CM,,lns-Latn-CM,Lamnso',Latin; Cameroon standard,Cameroon,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,913270151a465b1141240bee61ca4e5ccc5dc274a3abcfb3b7fad2867123501a
edition-target:lang:lo-Laoo-LA,lang:lo-Laoo-LA,canonical_language_edition,lang:lo-Laoo-LA,,lo-Laoo-LA,Lao,Lao script; national standard,Lao PDR; ethnic-Lao population proxy;Lao PDR; national education-system reach,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,0709572edeb78d6e4649f3d99c90e8a10d14fea6eec962f41e802383815c7d84
edition-target:lang:lol-Latn-CD,lang:lol-Latn-CD,canonical_language_edition,lang:lol-Latn-CD,,lol-Latn-CD,Mongo/Nkundo,Latin; DRC standard,DRC,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,9a45eb1566e682964ffebcb19d24381cc9ba263330a2fda6c0c0d0d1eef28f2c
edition-target:lang:loz-Latn-ZM,lang:loz-Latn-ZM,canonical_language_edition,lang:loz-Latn-ZM,,loz-Latn-ZM,Lozi/Silozi,Latin; Zambia standard,Zambia,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,1959040e8054b469afcaab6e9813e8a3b2e4bdd736ac5f6a7882ed16d15ee69d
edition-target:lang:lsb-BI,lang:lsb-BI,canonical_language_edition,lang:lsb-BI,,lsb-BI,Burundian Sign Language,,Burundi,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,bdf47a3f46c4ab2673a55042bd8477383263a3c856f8a348877606d47979f35d
edition-target:lang:lu-Latn-CD,lang:lu-Latn-CD,canonical_language_edition,lang:lu-Latn-CD,,lu-Latn-CD,Luba-Katanga,Latin; DRC standard,DRC,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,2485903f80eb7db01da403c9a3f4fce5b7f1c311e242df1d8b1d2f8b5aa0642f
edition-target:lang:lua-Latn-CD,lang:lua-Latn-CD,canonical_language_edition,lang:lua-Latn-CD,,lua-Latn-CD,Tshiluba/Cilubà,Latin with tonal/diacritic learner support,"DRC, Kasaï",written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,aa8c93d458d647ac2ae59f86e4d8d0e96bca485bb1b64f85fceef218c8186229
edition-target:lang:luo-Latn-KE,lang:luo-Latn-KE,canonical_language_edition,lang:luo-Latn-KE,,luo-Latn-KE,Dholuo,Latin; Kenya standard,Kenya,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,33d79a2527a17b3fd3578f622d578914d1c472f43aa79245346fb04fd27baa0e
edition-target:lang:mad-Latn-ID,lang:mad-Latn-ID,canonical_language_edition,lang:mad-Latn-ID,,mad-Latn-ID,Madurese,Latin; locale-tag eastern/western speech where material,Indonesia; Madurese daily home users age 5+,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,803dc840230c855cbbc1c034c72c4d24c498a4e0c61226623e109ea8a79a0a99
edition-target:lang:mag-Deva-IN,lang:mag-Deva-IN,canonical_language_edition,lang:mag-Deva-IN,,mag-Deva-IN,Magahi/Magadhi (India),Devanagari,India; especially Bihar and Jharkhand,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,ed90a68047c1eadc13c540a0f1c2809407dabb4604081309c5ab6e2bab707b33
edition-target:lang:mag-Deva-NP,lang:mag-Deva-NP,canonical_language_edition,lang:mag-Deva-NP,,mag-Deva-NP,Magahi/Magadhi (Nepal),Devanagari,Nepal; Terai communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,6c9b491cdbaf379eebca3cac61ca161ba58cbfecf00ab899ed9583a286af6726
edition-target:lang:mai-Deva-IN,lang:mai-Deva-IN,canonical_language_edition,lang:mai-Deva-IN,,mai-Deva-IN,Maithili (India),Devanagari mainstream; optional Tirhuta access companion,India; especially Bihar and Jharkhand,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,d8cd9fffad377811830e0cbac54656c27d90ac041bcb646dfbd188e06ee59d07
edition-target:lang:mai-Deva-NP,lang:mai-Deva-NP,canonical_language_edition,lang:mai-Deva-NP,,mai-Deva-NP,Maithili (Nepal),Devanagari mainstream; optional Tirhuta access companion,Nepal; especially Madhesh/Terai,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,0a63e6711589b964fbe8876291137cb5409f50b285a44aa836fc1a7494fd7097
edition-target:lang:mam-GT,lang:mam-GT,canonical_language_edition,lang:mam-GT,,mam-GT,Mam,ALMG-standard Latin orthography for Mam,Guatemala; ALMG language communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,2,40419142c5b803cdd527fd72a3cc03ae1be932079206f58ddd1fcc1074fead1e
edition-target:lang:mas-Latn-KE,lang:mas-Latn-KE,canonical_language_edition,lang:mas-Latn-KE,,mas-Latn-KE,Maasai,Latin; Kenya standard,Kenya,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,cf2b99c55cba0e13b113a0947f30328d692375d8052781db8468588fe9eb60de
edition-target:lang:mas-Latn-TZ,lang:mas-Latn-TZ,canonical_language_edition,lang:mas-Latn-TZ,,mas-Latn-TZ,Maasai,Latin; Tanzania standard,Tanzania,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,6c76a007f041403016f8e3afa156772e10c5c4776659c7f5538dbabbf5846f00
edition-target:lang:mav-BR,lang:mav-BR,canonical_language_edition,lang:mav-BR,,mav-BR,Sateré-Mawé,Latin; community-approved Sateré-Mawé orthography,Brazil; Sateré-Mawé communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,0462408c51359ed1f45ab6cc9ad8f576294b26d5a70fa778b7068c2e0bd85263
edition-target:lang:mch-VE,lang:mch-VE,canonical_language_edition,lang:mch-VE,,mch-VE,Ye’kwana,Latin; community-approved Ye’kwana orthography,Venezuela; Ye’kwana communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,35e02694b2018764fb753d7449653f08626e0383637c8e900a1aede021cd5db7
