observation_id,region,subregion,language_label,edition_profile,iso_639_3_or_other_id,territory,modality,script_or_profile,orthography_evidence_status,learner_stratum,measure_type,count_unit,population_low,population_base,population_high,reference_date_or_year,source_id,source_locator,source_observation_transcribed_exactly,negative_control,source_candidate_flag_superseded,target_mapping_status,observation_use,gross_population_only,rank_ready_marginal_access,overlap_group_id,alternative_measure_role,academic_lingua_franca_overlap_status,existing_edition_overlap_status,portfolio_overlap_status,common_year_status,caveats,provenance_table
POP-MW-005,Africa,Southeast Africa,Yao,Malawi census tribe Yao proxy,proxy:yao,Malawi,written_text_candidate,Latin,provisional_uncited_by_population_source,ethnicity_proxy,census_tribe_persons_proxy_not_language,persons,2321763,2321763,2321763,2018,PM-S012,"Table 3.5, printed p. 20",true,false,false,non_language_population_proxy,context_or_sensitivity_only,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Tribe is not language.,ACE-A078
POP-MW-006,Africa,Southeast Africa,Sena,Malawi census tribe Sena proxy,proxy:seh,Malawi,written_text_candidate,Latin,provisional_uncited_by_population_source,ethnicity_proxy,census_tribe_persons_proxy_not_language,persons,670908,670908,670908,2018,PM-S012,"Table 3.5, printed p. 20",true,false,false,non_language_population_proxy,context_or_sensitivity_only,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Tribe is not language.,ACE-A078
POP-MW-007,Africa,Southeast Africa,Nkhonde,Malawi census tribe Nkhonde proxy,proxy:und-Nkhonde,Malawi,written_text_candidate,Latin,provisional_uncited_by_population_source,ethnicity_proxy,census_tribe_persons_proxy_not_language,persons,174430,174430,174430,2018,PM-S012,"Table 3.5, printed p. 20",true,false,false,non_language_population_proxy,context_or_sensitivity_only,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Tribe is not language.,ACE-A078
POP-MW-008,Africa,Southeast Africa,Ngoni,Malawi census tribe Ngoni proxy,proxy:ngo,Malawi,written_text_candidate,Latin,provisional_uncited_by_population_source,ethnicity_proxy,census_tribe_persons_proxy_not_language,persons,1819347,1819347,1819347,2018,PM-S012,"Table 3.5, printed p. 20",true,false,false,non_language_population_proxy,context_or_sensitivity_only,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Tribe is not language; especially unsafe as language proxy.,ACE-A078
POP-MW-009,Africa,Southeast Africa,Lambya,Malawi census tribe Lambya proxy,proxy:lai,Malawi,written_text_candidate,Latin,provisional_uncited_by_population_source,ethnicity_proxy,census_tribe_persons_proxy_not_language,persons,106769,106769,106769,2018,PM-S012,"Table 3.5, printed p. 20",true,false,false,non_language_population_proxy,context_or_sensitivity_only,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Tribe is not language.,ACE-A078
POP-MW-010,Africa,Southeast Africa,Sukwa,Malawi census tribe Sukwa proxy,proxy:und-Sukwa,Malawi,written_text_candidate,Latin,provisional_uncited_by_population_source,ethnicity_proxy,census_tribe_persons_proxy_not_language,persons,93762,93762,93762,2018,PM-S012,"Table 3.5, printed p. 20",true,false,false,non_language_population_proxy,context_or_sensitivity_only,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Tribe is not language.,ACE-A078
POP-MW-011,Africa,Southeast Africa,Mang'anja,Malawi census tribe Mang'anja proxy,proxy:und-Manganja,Malawi,written_text_candidate,Latin,provisional_uncited_by_population_source,ethnicity_proxy,census_tribe_persons_proxy_not_language,persons,559887,559887,559887,2018,PM-S012,"Table 3.5, printed p. 20",true,false,false,non_language_population_proxy,context_or_sensitivity_only,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Tribe is not language.,ACE-A078
POP-MW-012,Africa,Southeast Africa,Nyanja,Malawi census tribe Nyanja proxy,proxy:nya,Malawi,written_text_candidate,Latin,provisional_uncited_by_population_source,ethnicity_proxy,census_tribe_persons_proxy_not_language,persons,324272,324272,324272,2018,PM-S012,"Table 3.5, printed p. 20",true,false,false,non_language_population_proxy,context_or_sensitivity_only,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Tribe is not language.,ACE-A078
POP-MU-001,Africa,Indian Ocean,Bangla,Statistics Mauritius source label Bangla,ben,Mauritius,written_text_candidate,Bengali,provisional_uncited_by_population_source,diaspora_home_language,language_usually_spoken_at_home_persons,persons,14483,14483,14483,2022,PM-S013,"Table D9, printed p. 165",true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,"Home language, not total Bangla knowledge.",ACE-A078
POP-MU-002,Africa,Indian Ocean,Bhojpuri,Mauritian Bhojpuri,bho:MU,Mauritius,written_text_candidate,Devanagari; Latin,provisional_uncited_by_population_source,regional_home_language,language_usually_spoken_at_home_persons,persons,106583,106583,106583,2022,PM-S013,"Table D9, printed p. 165",true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Distinct sociolinguistic and orthographic setting.,ACE-A078
POP-MU-003,Africa,Indian Ocean,Chinese languages,Statistics Mauritius aggregate,zho:aggregate,Mauritius,written_text_candidate,Chinese scripts,provisional_uncited_by_population_source,diaspora_language_umbrella,language_usually_spoken_at_home_persons,persons,997,997,997,2022,PM-S013,"Table D9, printed p. 165",true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Source aggregates Chinese languages.,ACE-A078
POP-MU-004,Africa,Indian Ocean,Mauritian Creole,Statistics Mauritius source label Creole,mfe,Mauritius,written_text_candidate,Latin,provisional_uncited_by_population_source,creole_home_language,language_usually_spoken_at_home_persons,persons,1045558,1045558,1045558,2022,PM-S013,"Table D9, printed p. 165",true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Home-language count.,ACE-A078
POP-MU-005,Africa,Indian Ocean,English,Statistics Mauritius source label English,eng,Mauritius,written_text_candidate,Latin,provisional_uncited_by_population_source,negative_control,language_usually_spoken_at_home_persons,persons,10616,10616,10616,2022,PM-S013,"Table D9, printed p. 165",true,true,false,negative_control,context_only_negative_control,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Small home-use count is not English knowledge.,ACE-A078
POP-MU-006,Africa,Indian Ocean,French,Statistics Mauritius source label French,fra,Mauritius,written_text_candidate,Latin,provisional_uncited_by_population_source,negative_control,language_usually_spoken_at_home_persons,persons,30039,30039,30039,2022,PM-S013,"Table D9, printed p. 165",true,true,false,negative_control,context_only_negative_control,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Home use is not total French comprehension.,ACE-A078
POP-MU-007,Africa,Indian Ocean,Hindi,Statistics Mauritius source label Hindi,hin,Mauritius,written_text_candidate,Devanagari,provisional_uncited_by_population_source,diaspora_home_language,language_usually_spoken_at_home_persons,persons,16730,16730,16730,2022,PM-S013,"Table D9, printed p. 165",true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,"Home language, not learned-language population.",ACE-A078
POP-MU-008,Africa,Indian Ocean,Marathi,Statistics Mauritius source label Marathi,mar,Mauritius,written_text_candidate,Devanagari,provisional_uncited_by_population_source,diaspora_home_language,language_usually_spoken_at_home_persons,persons,364,364,364,2022,PM-S013,"Table D9, printed p. 165",true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Home language only.,ACE-A078
POP-MU-009,Africa,Indian Ocean,Tamil,Statistics Mauritius source label Tamil,tam,Mauritius,written_text_candidate,Tamil,provisional_uncited_by_population_source,diaspora_home_language,language_usually_spoken_at_home_persons,persons,1035,1035,1035,2022,PM-S013,"Table D9, printed p. 165",true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Home language only.,ACE-A078
POP-MU-010,Africa,Indian Ocean,Telugu,Statistics Mauritius source label Telugu,tel,Mauritius,written_text_candidate,Telugu,provisional_uncited_by_population_source,diaspora_home_language,language_usually_spoken_at_home_persons,persons,362,362,362,2022,PM-S013,"Table D9, printed p. 165",true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Home language only.,ACE-A078
POP-MU-011,Africa,Indian Ocean,Urdu,Statistics Mauritius source label Urdu,urd,Mauritius,written_text_candidate,Perso-Arabic,provisional_uncited_by_population_source,diaspora_home_language,language_usually_spoken_at_home_persons,persons,413,413,413,2022,PM-S013,"Table D9, printed p. 165",true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Home language only.,ACE-A078
POP-NZ-001,Oceania,Polynesia,English,Stats NZ Total New Zealand population comparator,eng,New Zealand,written_text_candidate,Latin,provisional_uncited_by_population_source,negative_control,census_languages_spoken_multiple_response_persons,persons,4750054,4750056,4750058,2023,PM-S014,"Total New Zealand population, 2023 column",true,true,false,negative_control,context_only_negative_control,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,"Multiple-response language knowledge, not L1; published base is confidentiality-rounded.",ACE-A078
POP-NZ-002,Oceania,Polynesia,Maori,Stats NZ source label Māori,mri,New Zealand,written_text_candidate,Latin,provisional_uncited_by_population_source,Indigenous_language_population,census_languages_spoken_multiple_response_persons,persons,213847,213849,213851,2023,PM-S014,"Total New Zealand population, 2023 column",true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Range allows fixed random rounding; not L1 or home-use count.,ACE-A078
POP-NZ-003,Oceania,Polynesia,Samoan,Stats NZ source label Samoan,smo,New Zealand,written_text_candidate,Latin,provisional_uncited_by_population_source,Pacific_diaspora_language_population,census_languages_spoken_multiple_response_persons,persons,110539,110541,110543,2023,PM-S014,"Total New Zealand population, 2023 column",true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Range allows fixed random rounding; multiple responses.,ACE-A078
